Index,Coments_norm,Estrelas SIA,Estrelas,Polarity Scores
141,service waiters food passing atmosphere everything impeccable definitely back,4,5,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.4019}"
142,unforgettable gastronomic experience besides delicious food cozy atmosphere view ponta negra stunning location excellent restaurant ideal romantic meal enjoy family friends prices fair affordable costbenefit exceptional full meal two people 200 reais less recommend cameroon restaurant visit natal unmissable stop want know better potiguar cuisine enjoy typical rio grande norte hospitality hesitate book special night taste delicacies enjoy memorable moments charming restaurant,5,5,"{'neg': 0.046, 'neu': 0.482, 'pos': 0.472, 'compound': 0.9896}"
143,everything great prepared wait line excellent food clean room excellent service,5,5,"{'neg': 0.0, 'neu': 0.271, 'pos': 0.729, 'compound': 0.9442}"
144,day 1206 ordered lobster thermidor extremely disappointed two lobster syrups almost disappeared sauce localized result consistency hard fibrous lobster bad flavor shrimp accompanied dish flavor experience end disaster positive points starter ceviche caipirinha yellow fruits two stars depending dish 1,1,2,"{'neg': 0.277, 'neu': 0.652, 'pos': 0.071, 'compound': -0.8555}"
145,know start praise loved place reception great service waiter excellent super attentive helpful friendly food dish ordered grilled dunes perfect tasty large portion orders dish 2 people serves 4 adults quiet presentation dish also incredible even kids loved,5,5,"{'neg': 0.0, 'neu': 0.452, 'pos': 0.548, 'compound': 0.987}"
146,service rating 10 renato sergio parking customers good staff parking congratulations ordered pastel camarao catupiri delicious pastel grande neat ordered signature drinks sensational restaurantlllll dish corner mangrove best,5,4,"{'neg': 0.0, 'neu': 0.565, 'pos': 0.435, 'compound': 0.9565}"
147,lives reputation excellent restaurant exceptional service delicious food best price fair love,5,5,"{'neg': 0.0, 'neu': 0.279, 'pos': 0.721, 'compound': 0.959}"
148,biggest doubts best representatives potiguar cuisine dishes starters dessert well served well seasoned ingredients earthy excellent service hear good things place values humans,5,5,"{'neg': 0.061, 'neu': 0.446, 'pos': 0.493, 'compound': 0.9382}"
149,delicious food excellent service ordered ceviche starter dish various seafood accompanied rice vegetables everything delicious filling refuse dessert values matching dishes ingredients quality worth,5,5,"{'neg': 0.061, 'neu': 0.501, 'pos': 0.437, 'compound': 0.926}"
150,shrimps jewel potiguar cuisine simply perfect balance high quality service excellent food values potiguar roots well served dishes easily divided two different options several times place always someone know comes christmas ask question take shrimps,5,5,"{'neg': 0.0, 'neu': 0.629, 'pos': 0.371, 'compound': 0.9442}"
151,classic christmas excellent service fast tasty food beautiful atmosphere think value appropriate served,5,5,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.875}"
152,cameroon restaurant great example success continues years service fast tasty dishes fair prices pleasant atmosphere rating 10,5,5,"{'neg': 0.0, 'neu': 0.492, 'pos': 0.508, 'compound': 0.9246}"
153,ordered catupiry stuffed shrimp dish came well served two people delicious large shrimp also came creamy risotto ordered starter parmesan cream tomato sauce shrimp surprising great kids menu worth expensive offer option want shrimp recommended would go back children options could improved,5,5,"{'neg': 0.0, 'neu': 0.628, 'pos': 0.372, 'compound': 0.9524}"
154,wonderful food first class service beautiful cozy atmosphere great location,5,5,"{'neg': 0.0, 'neu': 0.374, 'pos': 0.626, 'compound': 0.9136}"
155,ordered perfect imperial prawns generous portion would serve 4 people fair price perfect service stages tip arrive hungry long waiting line,5,5,"{'neg': 0.0, 'neu': 0.552, 'pos': 0.448, 'compound': 0.9186}"
156,doubt best restaurant,4,5,"{'neg': 0.325, 'neu': 0.13, 'pos': 0.545, 'compound': 0.4019}"
157,good food great service order arrived quickly thought similar coco bamboo impressive,5,4,"{'neg': 0.0, 'neu': 0.466, 'pos': 0.534, 'compound': 0.8834}"
158,restaurant corresponds exactly expected food good experience shrimp excellent starter ordered real crab cones pastries shrimp catupiry accompanied cold beer main course international shrimp good dessert taca romeo julieta fair price welcoming atmosphere could notice house frequented mainly locals approved rating 10,4,5,"{'neg': 0.0, 'neu': 0.673, 'pos': 0.327, 'compound': 0.9477}"
159,excellent place wonderful food ate international shrimp well served delicious beautiful environment great service christmas miss visit,5,5,"{'neg': 0.049, 'neu': 0.305, 'pos': 0.646, 'compound': 0.9666}"
160,amazing food enjoyed catching flight today came back able eat different things everything ate great service good surreal desserts good price,5,5,"{'neg': 0.0, 'neu': 0.485, 'pos': 0.515, 'compound': 0.9517}"
161,fantastic restaurant good service wonderful food comes super fast restaurant fair price quality,5,5,"{'neg': 0.0, 'neu': 0.328, 'pos': 0.672, 'compound': 0.9468}"
162,best gastronomic experience christmas beautiful place pleasant quick preparation dish arrived 7pm lucky 8pm queue around corner,5,5,"{'neg': 0.0, 'neu': 0.478, 'pos': 0.522, 'compound': 0.9349}"
163,curious restaurant great experience delicious food love want go back,5,5,"{'neg': 0.0, 'neu': 0.243, 'pos': 0.757, 'compound': 0.9393}"
164,great place beautiful clean fantastic food excellent service small queue waiting 15 minutes food arrived less 10 minutes would come back often,5,5,"{'neg': 0.0, 'neu': 0.486, 'pos': 0.514, 'compound': 0.9584}"
165,camaroes natal ponta negra restaurant excellent great atmosphere exceptional food everything delicious highly recommend,5,5,"{'neg': 0.0, 'neu': 0.412, 'pos': 0.588, 'compound': 0.9359}"
166,refined atmosphere comfortable attentive staff wonderful food fair prices sometimes tried several delicious dishes others perfect loved,5,5,"{'neg': 0.0, 'neu': 0.348, 'pos': 0.652, 'compound': 0.9666}"
167,restaurant camaroes everything good reception service rating 10 delicious dishes affordable price count beautiful place,5,5,"{'neg': 0.0, 'neu': 0.533, 'pos': 0.467, 'compound': 0.8885}"
168,place exceeds expectations lactose intolerant found dishes could consume fear like fish shrimp place worth many options unbelievable prices portion size ate took away next day service words describe attentive let us know,3,5,"{'neg': 0.083, 'neu': 0.755, 'pos': 0.161, 'compound': 0.25}"
169,wonderful service food everything ordered delicious count super cold drink ordered super generous chef dish definitely back,5,5,"{'neg': 0.0, 'neu': 0.342, 'pos': 0.658, 'compound': 0.969}"
170,restaurant large space helpful staff delicious food fair price popular arrive early,5,4,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.891}"
171,congratulations service service quality preparations flavor presentation dishes mainly receptivity people intolerance mushroom risotto wonderful totally vegan vegan brigadeiro never anything like perfect bathrooms,4,5,"{'neg': 0.156, 'neu': 0.611, 'pos': 0.232, 'compound': 0.5411}"
172,great value money extremely cozy place fair prices service left little desired,5,5,"{'neg': 0.0, 'neu': 0.424, 'pos': 0.576, 'compound': 0.8711}"
173,everything organized impeccable attentive professionals tasty food pleasant atmosphere,4,5,"{'neg': 0.0, 'neu': 0.708, 'pos': 0.292, 'compound': 0.5106}"
174,spectacular food divine dessert perfect service wonderful atmosphere complain best restaurant ever,5,5,"{'neg': 0.101, 'neu': 0.283, 'pos': 0.615, 'compound': 0.9287}"
175,best restaurant christmas excellent value money dishes well served ordered bruschetta potiguar true dadinho tapioca delicious two caips caja take place corner mangue dish indecent good besides perfect food service also excellent,5,5,"{'neg': 0.0, 'neu': 0.441, 'pos': 0.559, 'compound': 0.9821}"
176,excellent service provided waiter afranio helpful attentive polite atmosphere exceptional food never disappoints regardless dish menu highly recommend,5,5,"{'neg': 0.0, 'neu': 0.55, 'pos': 0.45, 'compound': 0.8879}"
177,think perfect restaurant perfect food ordered imperial shrimp lots shrimp pie creamy rice perfect excellent service,5,5,"{'neg': 0.0, 'neu': 0.448, 'pos': 0.552, 'compound': 0.9413}"
178,best seafood restaurant exceptional service wonderful food affordable price beautiful place fast service full food arrives quickly,5,5,"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.9153}"
179,despite waiting 40 minutes carnival high season service inside room impeccable fast best 5 days christmas,4,5,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.6369}"
180,beautiful facilities reasonable service normal food high price sure restaurant return normal,5,4,"{'neg': 0.0, 'neu': 0.617, 'pos': 0.383, 'compound': 0.7351}"
181,good food fair price location easy access well served dishes dishes speak 2 people eat 3 calmly,5,5,"{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.8885}"
182,excellent service waiting line makes enjoyable tasty dishes generous portions fair price pleasant atmosphere back camaroes 20 years still great good tradition,5,5,"{'neg': 0.0, 'neu': 0.4, 'pos': 0.6, 'compound': 0.9702}"
183,cozy atmosphere delicious food service rating 1000 efficient team order comes quickly would like thank jonatas excellent service,5,5,"{'neg': 0.0, 'neu': 0.461, 'pos': 0.539, 'compound': 0.9349}"
184,excellent service good food good dish impeccable expectations high time recommended restaurant says gluten options fact two options extensive menu options marked menu difficult identify choosing two options super gastronomic experience simple quality well executed surprises,5,4,"{'neg': 0.05, 'neu': 0.563, 'pos': 0.386, 'compound': 0.9403}"
185,shrimp twice trip good always full delicious waiting area drink snack watch time pass wonderful service delicious food plenty compliments congratulations tip want wait less arrive 7 pm,5,5,"{'neg': 0.0, 'neu': 0.477, 'pos': 0.523, 'compound': 0.9678}"
186,service top food recommend friends family definitely back soon without doubt loved,5,5,"{'neg': 0.147, 'neu': 0.281, 'pos': 0.572, 'compound': 0.7943}"
187,mustvisit goes christmas wonderful restaurant aspects impeccable service wonderful food although restaurant demand dishes come quickly queue waits high turnover want take risk waiting line recommend arriving early lunch dinner,4,5,"{'neg': 0.093, 'neu': 0.619, 'pos': 0.289, 'compound': 0.8225}"
188,place food dessert service everything wonderful education friendliness people work exceptional wonderful food wonderful night super pleasant family recommend 110,5,5,"{'neg': 0.0, 'neu': 0.353, 'pos': 0.647, 'compound': 0.9744}"
189,excellent surprise christmas beautiful restaurant good food nice atmosphere perfect service fair price recommend christmas,5,5,"{'neg': 0.0, 'neu': 0.227, 'pos': 0.773, 'compound': 0.9716}"
190,requested restaurant waited line 1h local people said little yet regarding service thought ok regarding food ordered international shrimp dish meet expectations rice needed cooked type dish needed sauce last spoonfuls ate rice come quantity shrimp suitable size dish straw potatoes also came little set work ok bad left feeling could better besides food medium seasoning good drinks ratio ordered glass port wine delicious good price better competing restaurants soda right measure sugar delicious juice strawberry orange also delicious really surprised dessert ordered supreme pistachio easily best dessert able try trip atmosphere cozy restaurant beautiful bathroom beautiful clean also overall recommend dishes would like try,5,4,"{'neg': 0.024, 'neu': 0.586, 'pos': 0.39, 'compound': 0.9939}"
191,excellent service tasty food fair price recommend doubt sad go back,4,5,"{'neg': 0.279, 'neu': 0.299, 'pos': 0.423, 'compound': 0.4404}"
192,simply fantastic delicious food perfect service incredible atmosphere unmissable summary,5,5,"{'neg': 0.0, 'neu': 0.389, 'pos': 0.611, 'compound': 0.9001}"
193,high season queue wait absurd informed arrived restaurant attention table service waiter impeccable order take long delicious dish chosen,4,5,"{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.5719}"
194,loved experience cameroon service rating 10 cold beer crunching wonderful food restaurant save memory come back often,5,5,"{'neg': 0.0, 'neu': 0.565, 'pos': 0.435, 'compound': 0.8957}"
195,traditional shrimps christmas plentiful portions cozy atmosphere privileged parking food ideal quality family gatherings pleasant waiting room recommend dish shrimps chef,5,4,"{'neg': 0.0, 'neu': 0.584, 'pos': 0.416, 'compound': 0.9022}"
196,excellent restaurant first service fair price dish better recommend,5,5,"{'neg': 0.0, 'neu': 0.305, 'pos': 0.695, 'compound': 0.886}"
197,every holiday travel cameroon city way go dishes well served shrimp everything well done service tasting service reserve good change worth every penny,5,5,"{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.8658}"
